TOTAL_READS	EXPECTED_DISTINCT	LOWER_0.95CI	UPPER_0.95CI
8814000000.0	245737707.7	230833529.7	261604200.6
8815000000.0	245739002.6	230834606.5	261605737.2
8816000000.0	245740297.2	230835683.1	261607273.4
8817000000.0	245741591.5	230836759.5	261608809.3
8818000000.0	245742885.5	230837835.6	261610344.9
8819000000.0	245744179.3	230838911.5	261611880.2
8820000000.0	245745472.8	230839987.2	261613415.1
8821000000.0	245746766.0	230841062.6	261614949.7
8822000000.0	245748058.9	230842137.8	261616484.0
8823000000.0	245749351.5	230843212.8	261618017.9
8824000000.0	245750643.9	230844287.5	261619551.5
8825000000.0	245751936.0	230845362.0	261621084.8
8826000000.0	245753227.8	230846436.2	261622617.8
8827000000.0	245754519.3	230847510.3	261624150.4
8828000000.0	245755810.5	230848584.1	261625682.7
8829000000.0	245757101.5	230849657.6	261627214.7
8830000000.0	245758392.2	230850730.9	261628746.4
8831000000.0	245759682.6	230851804.0	261630277.7
8832000000.0	245760972.7	230852876.9	261631808.7
8833000000.0	245762262.6	230853949.5	261633339.4
8834000000.0	245763552.2	230855021.9	261634869.7
8835000000.0	245764841.5	230856094.0	261636399.8
8836000000.0	245766130.5	230857166.0	261637929.5
8837000000.0	245767419.3	230858237.7	261639458.8
8838000000.0	245768707.7	230859309.1	261640987.9
8839000000.0	245769995.9	230860380.3	261642516.6
8840000000.0	245771283.8	230861451.3	261644045.0
8841000000.0	245772571.5	230862522.1	261645573.1
8842000000.0	245773858.8	230863592.6	261647100.8
8843000000.0	245775145.9	230864662.9	261648628.2
8844000000.0	245776432.7	230865733.0	261650155.3
8845000000.0	245777719.3	230866802.8	261651682.1
8846000000.0	245779005.5	230867872.4	261653208.5
8847000000.0	245780291.5	230868941.7	261654734.6
8848000000.0	245781577.2	230870010.9	261656260.4
8849000000.0	245782862.6	230871079.8	261657785.9
8850000000.0	245784147.8	230872148.4	261659311.0
8851000000.0	245785432.6	230873216.9	261660835.8
8852000000.0	245786717.2	230874285.1	261662360.3
